Record_number,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Ra_annual,Rh_annual,Rh_ratio,Mean.Temp.,ΔMean.Temp.,Stdev.Temp.30y,Mean.Precip.,ΔMean.Precip.,Stdev.Precip.30y,Latitude2,ΔMAT.Standardized,ΔMAP.Standardized,SOC_015,SOC_200
4242,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,701,263,440,0.62767475,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,52470,21084
4243,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,778,386,502,0.645244216,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,52470,21084
4266,2000,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,914,482,432,0.472647702,8.658333333,1.31328125,0.822342463,62.275,2.469791667,7.868290712,51.07944444,1.597000409,0.313891766,52470,35230
4267,2001,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,850,442,408,0.48,7.8,0.454947917,0.822342463,55.1,-4.705208333,7.868290712,51.07944444,0.55323413,-0.597996249,72726,35230
4268,2002,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,889,459,430,0.483689539,8.341666667,0.996614583,0.822342463,66.3,6.494791667,7.868290712,51.07944444,1.211921588,0.825438701,72726,35230
4269,2003,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,716,331,385,0.537709497,7.625,0.279947917,0.822342463,62.95833333,3.153125,7.868290712,51.07944444,0.340427412,0.400738244,36777,35230
4270,2004,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,846,409,437,0.516548463,7.766666667,0.421614583,0.822342463,51.15833333,-8.646875,7.868290712,51.07944444,0.512699517,-1.098952151,66102,35230
4271,2005,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,980,506,474,0.483673469,7.133333333,-0.21171875,0.822342463,60.90833333,1.103125,7.868290712,51.07944444,-0.257458127,0.140198811,66102,35230
4272,2006,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,869,415,454,0.522439586,6.4,-0.945052083,0.822342463,53.26666667,-6.538541667,7.868290712,51.07944444,-1.149219608,-0.830998994,66102,35230
4273,2007,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,951,454,497,0.522607781,9.291666667,1.946614583,0.822342463,62.925,3.119791667,7.868290712,51.07944444,2.367158053,0.39650183,66102,35230
4282,2007,1,47.25,7.75,47.25 7.75,47.46881944,7.502430556,47.46881944 7.502430556,5697,550,Temperate,Deciduous Forest,Deciduous,11.09166667,990,IRGA,Extraction,Mature,840,420,420,0.5,11.09166667,1.675,0.591681169,117.15,26.32317708,15.80668954,47.46881944,2.830916526,1.665318789,55842,10577
4283,2007,1,47.25,7.75,47.25 7.75,47.46881944,7.502430556,47.46881944 7.502430556,5697,550,Temperate,Deciduous Forest,Deciduous,11.09166667,990,IRGA,Extraction,Mature,810,672,138,0.17037037,11.09166667,1.675,0.591681169,117.15,26.32317708,15.80668954,47.46881944,2.830916526,1.665318789,55842,10577
4300,2007,1,51.75,-1.25,51.75 -1.25,51.76666667,-1.316666667,51.76666667 -1.316666667,5727,124,Temperate,Deciduous Forest,Deciduous,10.1,725.8,IRGA,Exclusion,Mature,412,89,290,0.703883495,12.30833333,1.461458333,0.616236842,76.40833333,20.83203125,10.44036224,51.76666667,2.37158546,1.995336059,48000,13959
4301,2008,1,51.75,-1.25,51.75 -1.25,51.76666667,-1.316666667,51.76666667 -1.316666667,5727,124,Temperate,Deciduous Forest,Deciduous,10.1,725.8,IRGA,Exclusion,Mature,411,88,289,0.703163017,10.98333333,0.136458333,0.616236842,62.79166667,7.215364583,10.44036224,51.76666667,0.221438129,0.691102896,48000,13959
4318,2008,2,-13.25,-71.75,-85,13.19138889,-71.59,-84.78138889,5766,3030,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1064,455,609,0.572368421,NA,NA,NA,NA,NA,NA,-13.19138889,NA,NA,42328,14250
4319,2008,2,-13.25,-71.75,-85,13.04777778,-71.54277778,-84.59055556,5766,1500,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1344,651,693,0.515625,NA,NA,NA,NA,NA,NA,-13.04777778,NA,NA,42328,14250
4320,2008,2,-12.75,-71.75,-84.5,12.89027778,-71.55472222,-84.445,5766,1000,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1291,284,1007,0.780015492,NA,NA,NA,NA,NA,NA,-12.89027778,NA,NA,42328,14250
4321,2008,2,-12.75,-69.25,-82,12.83055556,-69.26972222,-82.10027778,5766,200,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1639,1219,420,0.256253813,NA,NA,NA,NA,NA,NA,-12.83055556,NA,NA,42328,14250
4332,2003,1,42.75,141.75,42.75 141.75,42.73333333,141.5166667,42.73333333 141.5166667,5824,125,Temperate,Deciduous Forest,Deciduous,7.1,1500,IRGA,Exclusion,Mature,934,402,532,0.569593148,6.016666667,-1.00234375,0.61275684,84.78333333,-6.688020833,11.07121677,42.73333333,-1.635793653,-0.604090858,54675,34950
4333,2003,1,42.75,141.75,42.75 141.75,42.73333333,141.5166667,42.73333333 141.5166667,5824,125,Temperate,Deciduous Forest,Deciduous,7.1,1500,Gradient,Exclusion,Mature,934,402,532,0.569593148,6.016666667,-1.00234375,0.61275684,84.78333333,-6.688020833,11.07121677,42.73333333,-1.635793653,-0.604090858,54675,34950
4340,2007.5,2,51.75,5.75,51.75 5.75,51.99112222,5.645122222,51.99112222 5.645122222,5833,6,Temperate,Agriculture,Deciduous,10.5,803,IRGA,Subtraction,Aggrading,715,273,442,0.618181818,11.5125,1.111197917,0.695622889,74.0625,7.150520833,9.314995194,51.99112222,1.597414252,0.767635483,25515,7980
4353,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,271,115,156,0.575645756,8.675,-0.016145833,0.763695778,63.86666667,-5.253125,12.11629881,51.78333333,-0.021141708,-0.433558555,53088,25218
4354,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,319,157,162,0.507836991,8.675,-0.016145833,0.763695778,63.86666667,-5.253125,12.11629881,51.78333333,-0.021141708,-0.433558555,52470,25218
4355,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,395,231,164,0.415189873,8.675,-0.016145833,0.763695778,63.86666667,-5.253125,12.11629881,51.78333333,-0.021141708,-0.433558555,100800,25218
4356,2005.5,1,51.75,9.75,51.75 9.75,51.78333333,9.616666667,51.78333333 9.616666667,5831,275,Temperate,Deciduous Forest,Deciduous,6.5,1090,IRGA,Subtraction,Mature,211,51,160,0.758293839,8.675,-0.016145833,0.763695778,63.86666667,-5.253125,12.11629881,51.78333333,-0.021141708,-0.433558555,100800,25218
4405,2007,1,28.25,113.25,28.25 113.25,28.1,113.0166667,28.1 113.0166667,6152,80,Subtropical,Evergreen Forest,Evergreen,17.2,1422,IRGA,,Aggrading,443,91,352,0.794582393,18.75833333,0.790104167,0.427393437,85.325,-34.2265625,19.08114762,28.1,1.848657696,-1.793737106,16367,5900
4406,2008,1,28.25,113.25,28.25 113.25,28.1,113.0166667,28.1 113.0166667,6152,80,Subtropical,Evergreen Forest,Evergreen,17.2,1422,IRGA,,Aggrading,473,181,310,0.655391121,18.14166667,0.1734375,0.427393437,79.21666667,-40.33489583,19.08114762,28.1,0.405802909,-2.113861107,16367,5900
4417,2008,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,6070,45,Subtropical,Evergreen Forest,Evergreen,21.7,1290,IRGA,Exclusion,Aggrading,594,202,313,0.526936027,21.79166667,-0.311458333,0.32962993,159.1083333,13.33828125,22.90037267,22.56666667,-0.944872734,0.582448218,20144,6730
4418,2008,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,6070,45,Subtropical,Evergreen Forest,Evergreen,21.7,1290,IRGA,Exclusion,Aggrading,718,369,304,0.423398329,21.79166667,-0.311458333,0.32962993,159.1083333,13.33828125,22.90037267,22.56666667,-0.944872734,0.582448218,17760,6730
4419,2008,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,6070,45,Subtropical,Evergreen Forest,Evergreen,21.7,1290,IRGA,Exclusion,Aggrading,557,286,265,0.475763016,21.79166667,-0.311458333,0.32962993,159.1083333,13.33828125,22.90037267,22.56666667,-0.944872734,0.582448218,17760,6730
4420,2008,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,6070,45,Subtropical,Evergreen Forest,Evergreen,21.7,1290,IRGA,Exclusion,Aggrading,608,347,255,0.419407895,21.79166667,-0.311458333,0.32962993,159.1083333,13.33828125,22.90037267,22.56666667,-0.944872734,0.582448218,17760,6730
4454,2007,1,31.25,105.25,31.25 105.25,31.26666667,105.4666667,31.26666667 105.4666667,6100,500,Temperate,Evergreen Forest,Evergreen,17.3,826,IRGA,Exclusion,Mature,655,272,383,0.584732824,17.875,1.251822917,0.54780336,56.93333333,-18.42005208,9.765540097,31.26666667,2.285168378,-1.886229732,12082,4599
4455,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,624,192,432,0.692307692,9.872222222,-2.275954861,0.545925711,49.92777778,-19.19722222,14.0179349,33.5,-4.168982731,-1.369475772,52470,11280
4456,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,659,207,452,0.685887709,9.872222222,-2.275954861,0.545925711,49.92777778,-19.19722222,14.0179349,33.5,-4.168982731,-1.369475772,52470,11280
4457,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,806,321,485,0.601736973,9.872222222,-2.275954861,0.545925711,49.92777778,-19.19722222,14.0179349,33.5,-4.168982731,-1.369475772,26160,11280
4458,2008.5,1.5,33.25,112.25,33.25 112.25,33.5,112,33.5 112,6090,1450,Temperate,Deciduous Forest,Deciduous,15.1,900,IRGA,Exclusion,Mature,832,153,679,0.816105769,9.872222222,-2.275954861,0.545925711,49.92777778,-19.19722222,14.0179349,33.5,-4.168982731,-1.369475772,26160,11280
4459,2003,1,51.25,4.75,51.25 4.75,51.30916667,4.520555556,51.30916667 4.520555556,5994,22,Temperate,Evergreen Forest,Evergreen,9.8,750,IRGA,Isotope,Mature,500,323,177,0.354,10.8,0.108072917,0.677295774,75.975,7.88984375,9.879494148,51.30916667,0.15956532,0.79860807,25194,1648
4473,2009.5,1,-30.75,-71.25,-102,30.59805556,-71.19194444,-101.79,5866,0,Mediterranean,Agriculture,Deciduous,NA,120,IRGA,Exclusion,Aggrading,540,250,290,0.537037037,NA,NA,NA,NA,NA,NA,-30.59805556,NA,NA,18228,5342.5
4475,2007.5,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,5927,45,Subtropical,Evergreen Forest,Evergreen,21.7,1295,Gas Chromatography,,Aggrading,721,245,476,0.660194175,22.50833333,0.405208333,0.32962993,109.5666667,-36.20338542,22.90037267,22.56666667,1.229282587,-1.580908133,15504,6730
4476,2007.5,1,22.75,112.75,22.75 112.75,22.56666667,112.8333333,22.56666667 112.8333333,5927,45,Subtropical,Evergreen Forest,Evergreen,21.7,1295,Gas Chromatography,,Aggrading,608,176,432,0.710526316,22.50833333,0.405208333,0.32962993,109.5666667,-36.20338542,22.90037267,22.56666667,1.229282587,-1.580908133,12896,6730
4483,2006.5,2,54.25,-114.25,54.25 -114.25,54.2,-114.1333333,54.2 -114.1333333,6034,626,Temperate,Agriculture,Deciduous,3,463,IRGA,Exclusion,Aggrading,711,462,249,0.35021097,3.120833333,0.58125,0.843752347,39.60416667,2.57578125,8.801656878,54.2,0.688886972,0.292647315,20262,6080
4484,2006.5,2,54.25,-114.25,54.25 -114.25,54.2,-114.1333333,54.2 -114.1333333,6034,626,Temperate,Deciduous Forest,Deciduous,3,463,IRGA,Exclusion,Aggrading,698,517,181,0.259312321,3.120833333,0.58125,0.843752347,39.60416667,2.57578125,8.801656878,54.2,0.688886972,0.292647315,20262,6080
4485,2006.5,2,54.25,-114.25,54.25 -114.25,54.2,-114.1333333,54.2 -114.1333333,6034,626,Temperate,Deciduous Forest,Deciduous,3,463,IRGA,Exclusion,Aggrading,707,530,177,0.250353607,3.120833333,0.58125,0.843752347,39.60416667,2.57578125,8.801656878,54.2,0.688886972,0.292647315,20262,6080
4668,1997,1,14.75,98.75,14.75 98.75,14.58333333,98.86666667,14.58333333 98.86666667,6010,150,Tropical,Evergreen Forest,Evergreen,25,1650,IRGA,Exclusion,Mature,1908,370,1538,0.806079665,24.75833333,-0.15234375,0.357462856,172.6583333,24.6421875,26.30486604,14.58333333,-0.426180643,0.936791978,32224,10216
4670,1997,1,14.75,98.75,14.75 98.75,14.58333333,98.86666667,14.58333333 98.86666667,6010,250,Tropical,Evergreen Forest,Evergreen,25,1650,IRGA,Exclusion,Mature,1629,564,1065,0.653775322,24.75833333,-0.15234375,0.357462856,172.6583333,24.6421875,26.30486604,14.58333333,-0.426180643,0.936791978,45568,10216
4672,1997,1,14.75,98.75,14.75 98.75,14.58333333,98.86666667,14.58333333 98.86666667,6010,350,Tropical,Evergreen Forest,Evergreen,25,1650,IRGA,Exclusion,Mature,1199,439,760,0.633861551,24.75833333,-0.15234375,0.357462856,172.6583333,24.6421875,26.30486604,14.58333333,-0.426180643,0.936791978,45568,10216
4728,2007.5,2,40.25,140.75,40.25 140.75,40,140.56,40 140.56,6219,922,Temperate,Deciduous Forest,Deciduous,6.1,1207,IRGA,Isotope,Mature,747,211,536,0.717536814,10.78333333,0.415885417,0.50253381,122.7333333,-9.86484375,12.67527657,40,0.827576988,-0.778274438,167382,32350
4739,2008,1,-14.75,-52.25,-67,14.683,-52.333,-67.016,6243,318,Tropical,Savanna,Deciduous,24.9,1500,IRGA,Exclusion,Mature,1741,1097,644,0.369902355,NA,NA,NA,NA,NA,NA,-14.683,NA,NA,NA,NA
4740,2008,1,-14.75,-52.25,-67,14.683,-52.333,-67.016,6243,318,Tropical,Savanna,Deciduous,24.9,1500,IRGA,Exclusion,Mature,1722,1085,637,0.369918699,NA,NA,NA,NA,NA,NA,-14.683,NA,NA,NA,NA
4755,2007,1.5,-4.25,11.75,-4.25 11.75,4.289166667,11.65641667,-4.289166667 11.65641667,6247,80,Tropical,Grassland,Deciduous,25,1200,IRGA,Other,Mature,1084,648,437,0.403136531,26.02777778,0.037934028,0.322420008,91.66111111,-13.22378472,13.29753955,-4.289166667,0.117654075,-0.994453498,21880,5624
4756,2009.5,1.5,-4.25,11.75,-4.25 11.75,4.289166667,11.65641667,-4.289166667 11.65641667,6247,80,Tropical,Grassland,Deciduous,25,1200,IRGA,Other,Mature,887,463,424,0.478015784,26.70555556,0.715711806,0.322420008,134.6111111,29.72621528,13.29753955,-4.289166667,2.219812009,2.235467333,24700,5624
4875,2008,1,51.25,-0.75,51.25 -0.75,51.16666667,-0.85,51.16666667 -0.85,6334,80,Temperate,Deciduous Forest,Deciduous,9.4,780,IRGA,Exclusion,Mature,697,407,290,0.416068867,10.45,-0.15234375,0.608117515,42.23333333,-10.67291667,9.104985635,51.16666667,-0.250516958,-1.172205767,50635,18480
4876,2009,1,51.25,-0.75,51.25 -0.75,51.16666667,-0.85,51.16666667 -0.85,6334,80,Temperate,Deciduous Forest,Deciduous,9.4,780,IRGA,Exclusion,Mature,760,441,320,0.421052632,9.966666667,-0.635677083,0.608117515,46.64166667,-6.264583333,9.104985635,51.16666667,-1.045319477,-0.688038794,48954,18480
4877,2010,1,51.25,-0.75,51.25 -0.75,51.16666667,-0.85,51.16666667 -0.85,6334,80,Temperate,Deciduous Forest,Deciduous,9.4,780,IRGA,Exclusion,Mature,713,364,350,0.49088359,9.975,-0.62734375,0.608117515,68.9,15.99375,9.104985635,51.16666667,-1.031615986,1.756592557,48954,18480
4894,2008,2,0.25,101.75,0.25 101.75,0.43525,101.8837222,0.43525 101.8837222,6349,23.1,Tropical,Evergreen Forest,Evergreen,28,2500,IRGA,Exclusion,Aggrading,3641,765,2876,0.789892887,27.5375,0.099739583,0.344084752,198.2541667,17.73776042,32.61608127,0.43525,0.289869233,0.543834812,223278,119796
4899,2007.5,1,49.25,-78.75,49.25 -78.75,49.158,-78.825,49.158 -78.825,6372,304,Boreal,Evergreen Forest,Evergreen,0.7,890,IRGA,Exclusion,Mature,1020,146,905,0.887254902,1.008333333,0.08125,1.048146512,67.18333333,-4.624479167,6.104956721,49.158,0.077517789,-0.757495815,76416,45435
4900,2007.5,1,49.25,-78.75,49.25 -78.75,49.158,-78.825,49.158 -78.825,6372,304,Boreal,Mixed Forest,Mixed,0.7,890,IRGA,Exclusion,Mature,1462,148,1315,0.899452804,1.008333333,0.08125,1.048146512,67.18333333,-4.624479167,6.104956721,49.158,0.077517789,-0.757495815,76416,45435
4901,2007.5,1,49.25,-78.75,49.25 -78.75,49.158,-78.825,49.158 -78.825,6372,304,Boreal,Deciduous Forest,Deciduous,0.7,890,IRGA,Exclusion,Mature,1353,56,1313,0.970436068,1.008333333,0.08125,1.048146512,67.18333333,-4.624479167,6.104956721,49.158,0.077517789,-0.757495815,76416,45435
4980,2006.5,4,60.75,24.25,60.75 24.25,60.65,24.35,60.65 24.35,6443,141,Boreal,Evergreen Forest,Evergreen,5.308333333,56.18333333,IRGA,Exclusion,Mature,578,103,475,0.821799308,5.308333333,0.4875,0.89260876,56.18333333,3.701822917,6.425533538,60.65,0.546151933,0.576111368,145056,59424
4997,2006,1,44.75,11.25,44.75 11.25,44.55,11.35,44.55 11.35,6454,32,Temperate,Deciduous Forest,Deciduous,13,700,IRGA,Exclusion,Mature,228,79,149,0.653508772,12.94166667,-1.070833333,0.722950929,62.13333333,8.239583333,10.98901502,44.55,-1.48119781,0.749801808,19643,7520
4998,2006,1,44.75,11.25,44.75 11.25,44.55,11.35,44.55 11.35,6454,32,Temperate,Deciduous Forest,Deciduous,13,700,IRGA,Exclusion,Mature,229,96,134,0.585152838,12.94166667,-1.070833333,0.722950929,62.13333333,8.239583333,10.98901502,44.55,-1.48119781,0.749801808,19643,7520
5053,2005,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,615,331,284,0.461788618,8.683333333,-0.109635417,0.811552965,45.1,-2.78984375,7.009341975,53.13333333,-0.13509336,-0.398017925,71017,15191
5054,2006,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,513,83,430,0.838206628,7.958333333,-0.834635417,0.811552965,46.03333333,-1.856510417,7.009341975,53.13333333,-1.028442323,-0.264862297,71017,15191
5055,2007,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,776,210,566,0.729381443,11.15,2.35703125,0.811552965,54.01666667,6.126822917,7.009341975,53.13333333,2.904346791,0.874093879,71017,15191
5056,2008,1,53.25,13.25,53.25 13.25,53.13333333,13.03333333,53.13333333 13.03333333,6504,65,Temperate,Evergreen Forest,Evergreen,7.9,658,IRGA,Exclusion,Mature,550,119,431,0.783636364,8.991666667,0.198697917,0.811552965,52.325,4.43515625,7.009341975,53.13333333,0.244836659,0.632749303,71017,15191
5073,2010,1,36.25,109.75,36.25 109.75,36.42333333,109.5255,36.42333333 109.5255,6511,1353,Temperate,Deciduous Forest,Deciduous,10.6,498,IRGA,Exclusion,Mature,1044,329,844,0.808429119,9.608333333,-0.232291667,0.573412908,56.31666667,11.05078125,9.123381524,36.42333333,-0.405103658,1.211259358,25687,6820
5074,2010,1,36.25,109.75,36.25 109.75,36.42333333,109.5255,36.42333333 109.5255,6511,1353,Temperate,Deciduous Forest,Deciduous,10.6,498,IRGA,Exclusion,Mature,1393,401,1234,0.885857861,9.608333333,-0.232291667,0.573412908,56.31666667,11.05078125,9.123381524,36.42333333,-0.405103658,1.211259358,25687,6820
5159,2009.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,800,170,630,0.7875,NA,NA,NA,NA,NA,NA,-4.566666667,NA,NA,28709,2698
5160,2009.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,1320,210,1110,0.840909091,NA,NA,NA,NA,NA,NA,-4.566666667,NA,NA,28709,2698
5161,2009.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,1650,210,1440,0.872727273,NA,NA,NA,NA,NA,NA,-4.566666667,NA,NA,28709,2698
5162,2010.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,2660,840,1820,0.684210526,NA,NA,NA,NA,NA,NA,-4.566666667,NA,NA,21850,2698
5163,2010.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,4300,1050,3250,0.755813953,NA,NA,NA,NA,NA,NA,-4.566666667,NA,NA,22686,2698
5164,2010.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,5220,1070,4150,0.795019157,NA,NA,NA,NA,NA,NA,-4.566666667,NA,NA,22686,2698
5265,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1223,464,759,0.62060507,15.05833333,-1.046614583,0.597082159,78.15,-2.292708333,17.73332441,34.98166667,-1.752882025,-0.129288129,25074,3490
5266,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1075,654,654,0.608372093,16.80833333,0.703385417,0.597082159,54.025,-26.41770833,17.73332441,34.98166667,1.178037907,-1.489721144,25074,3490
5267,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1117,731,731,0.654431513,17.88333333,1.778385417,0.597082159,70.33333333,-10.109375,17.73332441,34.98166667,2.978460152,-0.570077824,25074,3490
5268,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1256,500,500,0.398089172,15.05833333,-1.046614583,0.597082159,78.15,-2.292708333,17.73332441,34.98166667,-1.752882025,-0.129288129,25074,3490
5269,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,972,404,404,0.41563786,16.80833333,0.703385417,0.597082159,54.025,-26.41770833,17.73332441,34.98166667,1.178037907,-1.489721144,23163,3490
5270,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,997,519,519,0.520561685,17.88333333,1.778385417,0.597082159,70.33333333,-10.109375,17.73332441,34.98166667,2.978460152,-0.570077824,23163,3490
5271,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1566,481,481,0.30715198,15.05833333,-1.046614583,0.597082159,78.15,-2.292708333,17.73332441,34.98166667,-1.752882025,-0.129288129,23163,3490
5272,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1173,462,462,0.393861893,16.80833333,0.703385417,0.597082159,54.025,-26.41770833,17.73332441,34.98166667,1.178037907,-1.489721144,23163,3490
5273,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1137,635,635,0.558487247,17.88333333,1.778385417,0.597082159,70.33333333,-10.109375,17.73332441,34.98166667,2.978460152,-0.570077824,23163,3490
5274,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1425,635,635,0.445614035,15.05833333,-1.046614583,0.597082159,78.15,-2.292708333,17.73332441,34.98166667,-1.752882025,-0.129288129,22932,3490
5275,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1106,577,577,0.521699819,16.80833333,0.703385417,0.597082159,54.025,-26.41770833,17.73332441,34.98166667,1.178037907,-1.489721144,17640,3490
